GLC2000,GEZ_TERM,REGION,FRONTIER,CARBON_VALUE
"11, 12, & 15: Shrub cover classes",Polar,North America,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,South America,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,South America,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,South America,1,11
"11, 12, & 15: Shrub cover classes",Polar,South America,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Australia,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Australia,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Australia,1,11
"11, 12, & 15: Shrub cover classes",Polar,Australia,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,New Zealand,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,New Zealand,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,New Zealand,1,11
"11, 12, & 15: Shrub cover classes",Polar,New Zealand,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Antarctica,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Antarctica,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Antarctica,1,11
"11, 12, & 15: Shrub cover classes",Polar,Antarctica,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Pacific Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Pacific Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Pacific Ocean,1,11
"11, 12, & 15: Shrub cover classes",Polar,Pacific Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Atlantic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Atlantic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Atlantic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Polar,Atlantic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Indian Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Indian Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Indian Ocean,1,11
"11, 12, & 15: Shrub cover classes",Polar,Indian Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal coniferous forest,Arctic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal tundra woodland,Arctic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Boreal mountain system,Arctic Ocean,1,11
"11, 12, & 15: Shrub cover classes",Polar,Arctic Ocean,1,11
13: Grassland,Tropical rainforest,Africa,0,8
13: Grassland,Tropical moist deciduous forest,Africa,0,8
13: Grassland,Subtropical humid forest,Africa,0,8
13: Grassland,Tropical rainforest,Africa,1,8
13: Grassland,Tropical moist deciduous forest,Africa,1,8
13: Grassland,Subtropical humid forest,Africa,1,8
13: Grassland,Tropical rainforest,Asia,0,8
13: Grassland,Tropical moist deciduous forest,Asia,0,8
13: Grassland,Subtropical humid forest,Asia,0,8
13: Grassland,Tropical rainforest,Asia,1,8
13: Grassland,Tropical moist deciduous forest,Asia,1,8
13: Grassland,Subtropical humid forest,Asia,1,8
13: Grassland,Tropical rainforest,Asia (insular),0,8
13: Grassland,Tropical moist deciduous forest,Asia (insular),0,8
13: Grassland,Subtropical humid forest,Asia (insular),0,8
13: Grassland,Tropical rainforest,Asia (insular),1,8
13: Grassland,Tropical moist deciduous forest,Asia (insular),1,8
13: Grassland,Subtropical humid forest,Asia (insular),1,8
13: Grassland,Tropical rainforest,Europe,0,8
13: Grassland,Tropical moist deciduous forest,Europe,0,8
13: Grassland,Subtropical humid forest,Europe,0,8
13: Grassland,Tropical rainforest,Europe,1,8
13: Grassland,Tropical moist deciduous forest,Europe,1,8
13: Grassland,Subtropical humid forest,Europe,1,8
13: Grassland,Tropical rainforest,North America,0,8
13: Grassland,Tropical moist deciduous forest,North America,0,8
13: Grassland,Subtropical humid forest,North America,0,8
13: Grassland,Tropical rainforest,North America,1,8
13: Grassland,Tropical moist deciduous forest,North America,1,8
13: Grassland,Subtropical humid forest,North America,1,8
13: Grassland,Tropical rainforest,South America,0,8
13: Grassland,Tropical moist deciduous forest,South America,0,8
13: Grassland,Subtropical humid forest,South America,0,8
13: Grassland,Tropical rainforest,South America,1,8
13: Grassland,Tropical moist deciduous forest,South America,1,8
13: Grassland,Subtropical humid forest,South America,1,8
13: Grassland,Tropical rainforest,Australia,0,8
13: Grassland,Tropical moist deciduous forest,Australia,0,8
13: Grassland,Subtropical humid forest,Australia,0,8
13: Grassland,Tropical rainforest,Australia,1,8
13: Grassland,Tropical moist deciduous forest,Australia,1,8
13: Grassland,Subtropical humid forest,Australia,1,8
13: Grassland,Tropical rainforest,New Zealand,0,8
13: Grassland,Tropical moist deciduous forest,New Zealand,0,8
13: Grassland,Subtropical humid forest,New Zealand,0,8
13: Grassland,Tropical rainforest,New Zealand,1,8
13: Grassland,Tropical moist deciduous forest,New Zealand,1,8
13: Grassland,Subtropical humid forest,New Zealand,1,8
13: Grassland,Tropical rainforest,Antarctica,0,8
13: Grassland,Tropical moist deciduous forest,Antarctica,0,8
13: Grassland,Subtropical humid forest,Antarctica,0,8
13: Grassland,Tropical rainforest,Antarctica,1,8
13: Grassland,Tropical moist deciduous forest,Antarctica,1,8
13: Grassland,Subtropical humid forest,Antarctica,1,8
13: Grassland,Tropical rainforest,Pacific Ocean,0,8
13: Grassland,Tropical moist deciduous forest,Pacific Ocean,0,8
13: Grassland,Subtropical humid forest,Pacific Ocean,0,8
13: Grassland,Tropical rainforest,Pacific Ocean,1,8
13: Grassland,Tropical moist deciduous forest,Pacific Ocean,1,8
13: Grassland,Subtropical humid forest,Pacific Ocean,1,8
13: Grassland,Tropical rainforest,Atlantic Ocean,0,8
13: Grassland,Tropical moist deciduous forest,Atlantic Ocean,0,8
13: Grassland,Subtropical humid forest,Atlantic Ocean,0,8
13: Grassland,Tropical rainforest,Atlantic Ocean,1,8
13: Grassland,Tropical moist deciduous forest,Atlantic Ocean,1,8
13: Grassland,Subtropical humid forest,Atlantic Ocean,1,8
13: Grassland,Tropical rainforest,Indian Ocean,0,8
13: Grassland,Tropical moist deciduous forest,Indian Ocean,0,8
13: Grassland,Subtropical humid forest,Indian Ocean,0,8
13: Grassland,Tropical rainforest,Indian Ocean,1,8
13: Grassland,Tropical moist deciduous forest,Indian Ocean,1,8
13: Grassland,Subtropical humid forest,Indian Ocean,1,8
13: Grassland,Tropical rainforest,Arctic Ocean,0,8
13: Grassland,Tropical moist deciduous forest,Arctic Ocean,0,8
13: Grassland,Subtropical humid forest,Arctic Ocean,0,8
13: Grassland,Tropical rainforest,Arctic Ocean,1,8
13: Grassland,Tropical moist deciduous forest,Arctic Ocean,1,8
13: Grassland,Subtropical humid forest,Arctic Ocean,1,8
13: Grassland,Tropical mountain system,Africa,0,6
13: Grassland,Subtropical mountain system,Africa,0,6
13: Grassland,Temperate oceanic forests,Africa,0,6
13: Grassland,Tropical mountain system,Africa,1,6
13: Grassland,Subtropical mountain system,Africa,1,6
13: Grassland,Temperate oceanic forests,Africa,1,6
13: Grassland,Tropical mountain system,Asia,0,6
13: Grassland,Subtropical mountain system,Asia,0,6
13: Grassland,Temperate oceanic forests,Asia,0,6
13: Grassland,Tropical mountain system,Asia,1,6
13: Grassland,Subtropical mountain system,Asia,1,6
13: Grassland,Temperate oceanic forests,Asia,1,6
13: Grassland,Tropical mountain system,Asia (insular),0,6
13: Grassland,Subtropical mountain system,Asia (insular),0,6
13: Grassland,Temperate oceanic forests,Asia (insular),0,6
13: Grassland,Tropical mountain system,Asia (insular),1,6
13: Grassland,Subtropical mountain system,Asia (insular),1,6
13: Grassland,Temperate oceanic forests,Asia (insular),1,6
13: Grassland,Tropical mountain system,Europe,0,6
13: Grassland,Subtropical mountain system,Europe,0,6
13: Grassland,Temperate oceanic forests,Europe,0,6
13: Grassland,Tropical mountain system,Europe,1,6
13: Grassland,Subtropical mountain system,Europe,1,6
13: Grassland,Temperate oceanic forests,Europe,1,6
13: Grassland,Tropical mountain system,North America,0,6
13: Grassland,Subtropical mountain system,North America,0,6
13: Grassland,Temperate oceanic forests,North America,0,6
13: Grassland,Tropical mountain system,North America,1,6
13: Grassland,Subtropical mountain system,North America,1,6
13: Grassland,Temperate oceanic forests,North America,1,6
13: Grassland,Tropical mountain system,South America,0,6
13: Grassland,Subtropical mountain system,South America,0,6
13: Grassland,Temperate oceanic forests,South America,0,6
13: Grassland,Tropical mountain system,South America,1,6
13: Grassland,Subtropical mountain system,South America,1,6
13: Grassland,Temperate oceanic forests,South America,1,6
13: Grassland,Tropical mountain system,Australia,0,6
13: Grassland,Subtropical mountain system,Australia,0,6
13: Grassland,Temperate oceanic forests,Australia,0,6
13: Grassland,Tropical mountain system,Australia,1,6
13: Grassland,Subtropical mountain system,Australia,1,6
13: Grassland,Temperate oceanic forests,Australia,1,6
13: Grassland,Tropical mountain system,New Zealand,0,6
13: Grassland,Subtropical mountain system,New Zealand,0,6
13: Grassland,Temperate oceanic forests,New Zealand,0,6
13: Grassland,Tropical mountain system,New Zealand,1,6
13: Grassland,Subtropical mountain system,New Zealand,1,6
13: Grassland,Temperate oceanic forests,New Zealand,1,6
13: Grassland,Tropical mountain system,Antarctica,0,6
13: Grassland,Subtropical mountain system,Antarctica,0,6
13: Grassland,Temperate oceanic forests,Antarctica,0,6
13: Grassland,Tropical mountain system,Antarctica,1,6
13: Grassland,Subtropical mountain system,Antarctica,1,6
13: Grassland,Temperate oceanic forests,Antarctica,1,6
13: Grassland,Tropical mountain system,Pacific Ocean,0,6
13: Grassland,Subtropical mountain system,Pacific Ocean,0,6
13: Grassland,Temperate oceanic forests,Pacific Ocean,0,6
13: Grassland,Tropical mountain system,Pacific Ocean,1,6
13: Grassland,Subtropical mountain system,Pacific Ocean,1,6
13: Grassland,Temperate oceanic forests,Pacific Ocean,1,6
13: Grassland,Tropical mountain system,Atlantic Ocean,0,6
13: Grassland,Subtropical mountain system,Atlantic Ocean,0,6
13: Grassland,Temperate oceanic forests,Atlantic Ocean,0,6
13: Grassland,Tropical mountain system,Atlantic Ocean,1,6
13: Grassland,Subtropical mountain system,Atlantic Ocean,1,6
13: Grassland,Temperate oceanic forests,Atlantic Ocean,1,6
13: Grassland,Tropical mountain system,Indian Ocean,0,6
13: Grassland,Subtropical mountain system,Indian Ocean,0,6
13: Grassland,Temperate oceanic forests,Indian Ocean,0,6
13: Grassland,Tropical mountain system,Indian Ocean,1,6
13: Grassland,Subtropical mountain system,Indian Ocean,1,6
13: Grassland,Temperate oceanic forests,Indian Ocean,1,6
13: Grassland,Tropical mountain system,Arctic Ocean,0,6
13: Grassland,Subtropical mountain system,Arctic Ocean,0,6
13: Grassland,Temperate oceanic forests,Arctic Ocean,0,6
13: Grassland,Tropical mountain system,Arctic Ocean,1,6
13: Grassland,Subtropical mountain system,Arctic Ocean,1,6
13: Grassland,Temperate oceanic forests,Arctic Ocean,1,6
13: Grassland,Tropical dry forest,Africa,0,4
13: Grassland,Tropical shrubland,Africa,0,4
13: Grassland,Tropical desert,Africa,0,4
13: Grassland,Tropical dry forest,Africa,1,4
13: Grassland,Tropical shrubland,Africa,1,4
13: Grassland,Tropical desert,Africa,1,4
13: Grassland,Tropical dry forest,Asia,0,4
13: Grassland,Tropical shrubland,Asia,0,4
13: Grassland,Tropical desert,Asia,0,4
13: Grassland,Tropical dry forest,Asia,1,4
13: Grassland,Tropical shrubland,Asia,1,4
13: Grassland,Tropical desert,Asia,1,4
13: Grassland,Tropical dry forest,Asia (insular),0,4
13: Grassland,Tropical shrubland,Asia (insular),0,4
13: Grassland,Tropical desert,Asia (insular),0,4
13: Grassland,Tropical dry forest,Asia (insular),1,4
13: Grassland,Tropical shrubland,Asia (insular),1,4
13: Grassland,Tropical desert,Asia (insular),1,4
13: Grassland,Tropical dry forest,Europe,0,4
13: Grassland,Tropical shrubland,Europe,0,4
13: Grassland,Tropical desert,Europe,0,4
13: Grassland,Tropical dry forest,Europe,1,4
13: Grassland,Tropical shrubland,Europe,1,4
13: Grassland,Tropical desert,Europe,1,4
13: Grassland,Tropical dry forest,North America,0,4
13: Grassland,Tropical shrubland,North America,0,4
13: Grassland,Tropical desert,North America,0,4
13: Grassland,Tropical dry forest,North America,1,4
13: Grassland,Tropical shrubland,North America,1,4
13: Grassland,Tropical desert,North America,1,4
13: Grassland,Tropical dry forest,South America,0,4
13: Grassland,Tropical shrubland,South America,0,4
13: Grassland,Tropical desert,South America,0,4
13: Grassland,Tropical dry forest,South America,1,4
13: Grassland,Tropical shrubland,South America,1,4
13: Grassland,Tropical desert,South America,1,4
13: Grassland,Tropical dry forest,Australia,0,4
13: Grassland,Tropical shrubland,Australia,0,4
13: Grassland,Tropical desert,Australia,0,4
13: Grassland,Tropical dry forest,Australia,1,4
13: Grassland,Tropical shrubland,Australia,1,4
13: Grassland,Tropical desert,Australia,1,4
13: Grassland,Tropical dry forest,New Zealand,0,4
13: Grassland,Tropical shrubland,New Zealand,0,4
13: Grassland,Tropical desert,New Zealand,0,4
13: Grassland,Tropical dry forest,New Zealand,1,4
13: Grassland,Tropical shrubland,New Zealand,1,4
13: Grassland,Tropical desert,New Zealand,1,4
13: Grassland,Tropical dry forest,Antarctica,0,4
13: Grassland,Tropical shrubland,Antarctica,0,4
13: Grassland,Tropical desert,Antarctica,0,4
13: Grassland,Tropical dry forest,Antarctica,1,4
13: Grassland,Tropical shrubland,Antarctica,1,4
13: Grassland,Tropical desert,Antarctica,1,4
13: Grassland,Tropical dry forest,Pacific Ocean,0,4
13: Grassland,Tropical shrubland,Pacific Ocean,0,4
13: Grassland,Tropical desert,Pacific Ocean,0,4
13: Grassland,Tropical dry forest,Pacific Ocean,1,4
13: Grassland,Tropical shrubland,Pacific Ocean,1,4
13: Grassland,Tropical desert,Pacific Ocean,1,4
13: Grassland,Tropical dry forest,Atlantic Ocean,0,4
13: Grassland,Tropical shrubland,Atlantic Ocean,0,4
13: Grassland,Tropical desert,Atlantic Ocean,0,4
13: Grassland,Tropical dry forest,Atlantic Ocean,1,4
13: Grassland,Tropical shrubland,Atlantic Ocean,1,4
13: Grassland,Tropical desert,Atlantic Ocean,1,4
13: Grassland,Tropical dry forest,Indian Ocean,0,4
13: Grassland,Tropical shrubland,Indian Ocean,0,4
13: Grassland,Tropical desert,Indian Ocean,0,4
13: Grassland,Tropical dry forest,Indian Ocean,1,4
13: Grassland,Tropical shrubland,Indian Ocean,1,4
13: Grassland,Tropical desert,Indian Ocean,1,4
13: Grassland,Tropical dry forest,Arctic Ocean,0,4
13: Grassland,Tropical shrubland,Arctic Ocean,0,4
13: Grassland,Tropical desert,Arctic Ocean,0,4
13: Grassland,Tropical dry forest,Arctic Ocean,1,4
13: Grassland,Tropical shrubland,Arctic Ocean,1,4
13: Grassland,Tropical desert,Arctic Ocean,1,4
13: Grassland,Subtropical dry forest,Africa,0,4
13: Grassland,Subtropical steppe,Africa,0,4
13: Grassland,Subtropical desert,Africa,0,4
13: Grassland,Subtropical dry forest,Africa,1,4
13: Grassland,Subtropical steppe,Africa,1,4
13: Grassland,Subtropical desert,Africa,1,4
13: Grassland,Subtropical dry forest,Asia,0,4
13: Grassland,Subtropical steppe,Asia,0,4
13: Grassland,Subtropical desert,Asia,0,4
13: Grassland,Subtropical dry forest,Asia,1,4
13: Grassland,Subtropical steppe,Asia,1,4
13: Grassland,Subtropical desert,Asia,1,4
13: Grassland,Subtropical dry forest,Asia (insular),0,4
13: Grassland,Subtropical steppe,Asia (insular),0,4
13: Grassland,Subtropical desert,Asia (insular),0,4
13: Grassland,Subtropical dry forest,Asia (insular),1,4
13: Grassland,Subtropical steppe,Asia (insular),1,4
13: Grassland,Subtropical desert,Asia (insular),1,4
13: Grassland,Subtropical dry forest,Europe,0,4
13: Grassland,Subtropical steppe,Europe,0,4
13: Grassland,Subtropical desert,Europe,0,4
13: Grassland,Subtropical dry forest,Europe,1,4
13: Grassland,Subtropical steppe,Europe,1,4
13: Grassland,Subtropical desert,Europe,1,4
13: Grassland,Subtropical dry forest,North America,0,4
13: Grassland,Subtropical steppe,North America,0,4
13: Grassland,Subtropical desert,North America,0,4
13: Grassland,Subtropical dry forest,North America,1,4
13: Grassland,Subtropical steppe,North America,1,4
13: Grassland,Subtropical desert,North America,1,4
13: Grassland,Subtropical dry forest,South America,0,4
13: Grassland,Subtropical steppe,South America,0,4
13: Grassland,Subtropical desert,South America,0,4
13: Grassland,Subtropical dry forest,South America,1,4
13: Grassland,Subtropical steppe,South America,1,4
13: Grassland,Subtropical desert,South America,1,4
13: Grassland,Subtropical dry forest,Australia,0,4
13: Grassland,Subtropical steppe,Australia,0,4
13: Grassland,Subtropical desert,Australia,0,4
13: Grassland,Subtropical dry forest,Australia,1,4
13: Grassland,Subtropical steppe,Australia,1,4
13: Grassland,Subtropical desert,Australia,1,4
13: Grassland,Subtropical dry forest,New Zealand,0,4
13: Grassland,Subtropical steppe,New Zealand,0,4
13: Grassland,Subtropical desert,New Zealand,0,4
13: Grassland,Subtropical dry forest,New Zealand,1,4
13: Grassland,Subtropical steppe,New Zealand,1,4
13: Grassland,Subtropical desert,New Zealand,1,4
13: Grassland,Subtropical dry forest,Antarctica,0,4
13: Grassland,Subtropical steppe,Antarctica,0,4
13: Grassland,Subtropical desert,Antarctica,0,4
13: Grassland,Subtropical dry forest,Antarctica,1,4
13: Grassland,Subtropical steppe,Antarctica,1,4
13: Grassland,Subtropical desert,Antarctica,1,4
13: Grassland,Subtropical dry forest,Pacific Ocean,0,4
13: Grassland,Subtropical steppe,Pacific Ocean,0,4
13: Grassland,Subtropical desert,Pacific Ocean,0,4
13: Grassland,Subtropical dry forest,Pacific Ocean,1,4
13: Grassland,Subtropical steppe,Pacific Ocean,1,4
13: Grassland,Subtropical desert,Pacific Ocean,1,4
13: Grassland,Subtropical dry forest,Atlantic Ocean,0,4
